鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
中山區,房地(土地+建物),臺北市中山區新生北路二段６０巷５７號二樓,16.14,商,,,1120611,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0680122,99.23,3,2,2,有,無,19300000,194498,,0.0,0,陽台外推；其他增建；,RPTPMLKLPHIGFCA87DA,92.51,0.0,6.72,有,
大同區,房地(土地+建物),臺北市大同區延平北路二段２７２巷４０號三樓,30.75,都市：其他:特定專用區(供一般商業使用) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1120615,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650408,99.12,2,1,1,有,無,16000000,161421,,0.0,0,,RPPNMLKLPHIGFBA27EA,89.84,0.0,9.28,無,
萬華區,房地(土地+建物),臺北市萬華區長順街９９巷１３號二樓,45.75,住,,,1120605,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0541201,99.05,3,2,1,有,有,11330000,114387,,0.0,0,其他增建；,RPPNMLNJPHIGFBA27DA,99.05,0.0,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段１０３巷１１９弄４８號九樓,15.09,都市：其他:第三種住宅區。,,,1120625,土地2建物1車位0,九層，十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720331,121.27,2,2,2,有,有,18600000,153377,,0.0,0,其他增建；,RPTNMLRJPHIGFCA18DA,102.54,0.0,4.81,有,
信義區,房地(土地+建物),臺北市信義區松山路５１８號六樓,21.41,住,,,1120616,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710225,108.84,1,3,1,有,無,23300000,214076,,0.0,0,陽台外推；,RPQNMLPJPHIGFDA77DA,80.1,1.24,12.88,有,
信義區,房地(土地+建物),臺北市信義區虎林街２０２巷４５號四樓,31.25,住,,,1120604,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600407,90.44,3,2,1,有,無,17500000,193498,,0.0,0,頂樓加蓋；,RPRNMLKLPHIGFDA57DA,81.97,0.0,8.47,無,1321
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２８１巷１９弄３號八樓,55.88,住,,,1120630,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980921,278.14,4,1,2,有,有,61000000,239911,坡道平面,35.55,2800000,,RPVNMLKLPHIGFCA97EA,134.08,16.45,14.83,有,
大安區,房地(土地+建物)+車位,臺北市大安區青田街１１巷８之１號九樓,11.51,商,,,1120630,土地2建物1車位2,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091118,84.69,2,2,2,有,有,34290000,552809,坡道平面,26.84,2310000,主建物和車位-部分持分親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKLPHIGFFA67DA,29.07,0.0,8.48,有,1322
士林區,房地(土地+建物),臺北市士林區承德路五段５６號二樓,29.0,住,,,1120626,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591104,67.2,2,2,1,有,無,8010000,119196,,0.0,0,陽台外推；其他增建；,RPQNMLOJPHIGFEA77DA,67.2,0.0,0.0,無,
北投區,房地(土地+建物)+車位,臺北市北投區同德街２號十一樓之５,14.89,住,,,1120610,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0940923,87.61,2,2,2,有,有,19180000,303475,坡道機械,30.34,1800000,夾層；其他增建；,RPPOMLKKOHIGFEA37DA,33.43,1.02,3.54,有,1323
內湖區,房地(土地+建物),臺北市內湖區康寧路三段１９０巷３５號十樓之３,7.26,住,,,1120619,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,31.15,1,1,1,有,有,9380000,301124,,0.0,0,陽台外推；其他增建；,RPUOMLKKPHIGFCA77DA,18.4,1.15,1.48,有,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段１４９巷７號八樓之１,9.54,都市：其他:特定專用區(二)(依都市計畫書圖規定辦理，始得比照特定專用區（一）使用) 但是否在特定專用區(二)(應依建築線或俟地籍測量分割後，再確定)。,,,1120608,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690729,61.769999999999996,2,2,1,有,有,9060000,146673,,0.0,0,其他增建；,RPTOMLRKOHIGFBA18DA,46.05,0.0,0.0,有,
信義區,房地(土地+建物),臺北市信義區基隆路二段１４９之４９號七樓之４,4.36,商,,,1120604,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0790119,45.31,1,1,1,有,有,10550000,232840,,0.0,0,,RPXNMLLLPHIGFDA38EA,30.16,0.0,5.31,有,1324
中山區,房地(土地+建物),臺北市中山區民權東路二段９２巷１弄９號五樓之１,15.68,住,,,1120611,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810427,64.6,2,2,1,有,有,14880000,230341,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQNMLTKPHIGFCA18DA,30.59,8.95,4.49,有,
中山區,房地(土地+建物),臺北市中山區龍江路３３１巷１３號二樓,18.12,住,,,1120620,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680107,56.63,3,2,2,有,無,9700000,171287,,0.0,0,,RPSNMLTKPHIGFCA38DA,49.19,0.0,7.45,無,1325
文山區,房地(土地+建物),臺北市文山區萬芳路６０之１７號六樓,36.12,,,,1120629,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960921,69.53999999999999,1,2,1,有,有,16500000,237274,,0.0,0,陽台外推；其他增建；,RPUNMLQJPHIGFAA97DA,48.43,0.0,5.43,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段１９０號十樓之３,30.54,,,,1120611,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1050616,213.23,2,2,2,有,有,47800000,281839,坡道平面,52.5,2500000,,RPWPMLRJPHIGFCA68DA,93.81,0.81,10.2,有,1326
中山區,房地(土地+建物),臺北市中山區興安街７７號十一樓之３,23.45,住,,,1120604,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0750314,113.76,3,2,2,有,有,28680000,252110,,0.0,0,陽台外推；其他增建；,RPTNMLSKPHIGFCA38DA,86.44,0.99,6.25,有,
松山區,房地(土地+建物),臺北市松山區松河街３８號十樓之２,8.53,商,,,1120602,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1040416,86.86,2,2,1,有,有,23400000,269399,,0.0,0,,RPPNMLSKOHIGFDA97DA,52.07,0.0,6.17,有,1327
信義區,房地(土地+建物)+車位,臺北市信義區和平東路三段４６３巷１７號五樓,26.29,住,,,1120617,土地1建物1車位2,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891021,122.1,2,2,2,有,有,26300000,215397,塔式車位,0.0,0,陽台外推；,RPTOMLQLOHIGFDA38DA,72.64,2.52,5.92,有,1328
士林區,房地(土地+建物),臺北市士林區中社路二段９號二樓,96.75,住,,,1120615,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640801,112.51,4,2,2,有,無,12150000,107990,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLOKOHIGFEA38DA,103.75,0.0,8.76,無,1329
萬華區,房地(土地+建物),臺北市萬華區國興路１０２號十樓之１,29.28,住,,,1120614,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800102,153.01,3,2,2,有,有,25600000,167309,,0.0,0,其他增建；,RPTOMLTKOHIGFBA38DA,109.6,0.0,13.1,有,
中正區,房地(土地+建物),臺北市中正區羅斯福路三段５８巷８號三樓,10.23,商,,,1120604,土地2建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010911,61.46,1,1,1,有,有,17380000,282786,,0.0,0,其他增建；,RPUNMLTKOHIGFAA28DA,34.56,3.4,3.43,有,1330
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路５１３巷２６號七樓之２,20.27,工,,,1120621,土地1建物1車位3,七層,九層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0871022,117.09,0,0,0,無,有,7000000,59783,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLKLPHIGFCA08DA,55.67,0.0,0.0,有,
北投區,房地(土地+建物),臺北市北投區中和街２３４巷３號四樓,26.64,商,,,1120615,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740123,104.38,3,1,2,有,有,13000000,124545,,0.0,0,,RPTNMLKLPHIGFEA97EA,86.29,0.0,7.16,無,
士林區,房地(土地+建物),臺北市士林區中山北路五段８３７號三樓,24.77,住,,,1120618,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651109,91.04,2,2,2,有,無,20300000,222979,,0.0,0,陽台外推；其他增建；,RPUNMLKKPHIGFEA87DA,91.04,0.0,0.0,無,1331
中山區,房地(土地+建物),臺北市中山區五常街５３巷２６號五樓,26.28,商,,,1120603,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700413,95.54,3,2,2,有,無,9000000,94201,,0.0,0,頂樓增建現況格局：1房1廳1衛親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPUNMLKLPHIGFCA87EA,83.45,0.0,12.09,無,
松山區,房地(土地+建物)+車位,臺北市松山區民生東路四段８０巷１５弄１１號八樓,25.36,都市：其他:住宅用地(民生社區特定專用區)。,,,1120609,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991217,233.69,3,2,2,有,無,65690000,431918,坡道平面,99.66,7800000,,RPQOMLOKOHIGFDA77DA,74.63,6.38,4.24,有,
士林區,房地(土地+建物)+車位,臺北市士林區格致路２０３號四樓之１,24.43,住,,,1120613,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850730,76.50999999999999,1,1,1,有,有,7500000,98026,坡道平面,0.0,0,二親等間買賣親友、員工、共有人或其他特殊關係間之交易；,RPRQMLKLPHIGFEA97DA,23.73,1.5,3.12,有,
北投區,房地(土地+建物),臺北市北投區大興街２４巷８弄６號四樓,33.71,住,,,1120629,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681224,90.5,4,4,3,有,無,10580000,116906,,0.0,0,鐵鋁窗增建陽台外推；頂樓加蓋；其他增建；,RPOOMLLLPHIGFEA67EA,85.17,0.0,5.33,無,
士林區,房地(土地+建物),臺北市士林區文昌路１６９巷２號四樓,30.75,住,,,1120622,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611115,89.38,3,2,1,有,無,16200000,181249,,0.0,0,頂樓加蓋；其他增建；,RPTNMLOJPHIGFEA08DA,89.38,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段８９巷１５弄１０號四樓,23.05,住,,,1120612,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010323,112.16,2,2,1,有,有,32900000,297631,升降機械,10.02,2500000,陽台外推；其他增建；,RPUNMLKMOHIGFCA77DA,51.67,7.1,8.64,有,1332
松山區,土地,西松段三小段494地號,0.02,都市：其他:道路用地(公共設施用地)。62/12/31,,,1120620,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1443,0,,0.0,0,包含公共設施保留地用地；,RPQNMLTKPHIGFDA38EA,0.0,0.0,0.0,無,
北投區,土地,振興段四小段543地號,128.25,都市：其他:道路用地(公共設施用地)。65/7/8,,,1120621,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2927584,22827,,0.0,0,包含公共設施保留地用地；,RPQNMLOLPHIGFEA08EA,0.0,0.0,0.0,無,1333
中正區,房地(土地+建物),臺北市中正區寧波西街６５巷２號,24.0,住,,,1120609,土地1建物1車位0,全,二層,透天厝,住家用,磚造,,40.0,1,1,1,有,無,11000000,275000,,0.0,0,關係人間交易：親友間交易，買方為賣方的女婿。親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPSNMLKLPHIGFAA37DA,40.0,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區西園路二段３２０巷３６弄４號四樓,9.92,住,,,1120627,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601012,30.41,2,1,1,有,無,3180000,104571,,0.0,0,買方負擔土地增值稅109614元整,RPPOMLQJPHIGFBA67DA,27.62,0.0,2.79,無,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路５７號十八樓之５,8.49,都市：其他:聯合開發區(捷)(依都市計畫說明書圖規定辦理)。,,,1120616,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,116.8,3,2,2,有,有,47950000,460062,升降機械,16.27,1700000,,RPQNMLLLPHIGFBA37DA,62.49,0.0,7.06,有,
士林區,房地(土地+建物),臺北市士林區天玉街１０６號三樓,32.67,住,,,1120618,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680316,109.66,3,2,1,有,無,17500000,159584,,0.0,0,陽台外推；,RPQNMLLLPHIGFEA67DA,96.08,0.0,13.58,無,
士林區,房地(土地+建物)+車位,臺北市士林區德行東路２５８號三樓之１,21.58,住,,,1120621,土地1建物2車位1,三層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1110706,191.3,3,2,2,有,有,50200000,316607,坡道平面,40.64,2500000,,RPSOMLRLOHIGFEA48DA,88.15,8.04,5.16,有,
北投區,房地(土地+建物),臺北市北投區承德路七段３４４巷８號二樓,19.1,住,,,1120603,土地1建物1車位0,二層，電梯樓梯間,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840626,73.26,2,2,1,有,有,16000000,218400,,0.0,0,陽台外推；其他增建；,RPPNMLTKOHIGFEA18DA,59.4,2.05,7.89,有,
中正區,房地(土地+建物)+車位,臺北市中正區汀州路三段６０巷２弄７號三樓,29.4,住,,,1120616,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891012,139.91,2,2,2,有,有,36800000,263026,坡道平面,0.0,0,陽台外推；其他增建；,RPPNMLLJPHIGFAA96DA,68.82,0.0,10.69,有,
文山區,房地(土地+建物),臺北市文山區景興路２５８號十一樓之４,6.05,商,,,1120621,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910408,61.230000000000004,1,1,1,有,有,12130000,198106,,0.0,0,夾層；,RPUNMLQLOHIGFAA08DA,37.27,0.0,0.0,有,1334
中正區,房地(土地+建物),臺北市中正區寧波西街９７號六樓之２,8.23,住,,,1120622,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710709,57.12,2,1,1,有,有,10000000,175070,,0.0,0,,RPUNMLTLOHIGFAA38DA,43.55,0.0,3.1,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段６０巷１２弄１０號四樓,31.53,住,,,1120612,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681128,99.54,3,2,2,有,無,13000000,130601,,0.0,0,,RPPPMLKLPHIGFCA47DA,87.94,0.0,11.6,無,
北投區,房地(土地+建物)+車位,臺北市北投區珠海路１０７巷８號四樓,127.87,住,,,1120610,土地1建物2車位2,四層，五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991116,383.15,4,2,4,有,有,68000000,182002,坡道平面,37.0,5000000,其他增建；,RPWNMLLLPHIGFEA28DA,163.94,59.27,16.0,有,
南港區,房地(土地+建物)+車位,臺北市南港區中南街１４２之２號六樓,20.55,住,,,1120619,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861110,113.84,3,2,2,有,有,17150000,150650,坡道機械,0.0,2000000,陽台外推；夾層；其他增建；,RPPOMLMKPHIGFDA57DA,46.4,2.35,6.68,有,
中正區,房地(土地+建物),臺北市中正區汀州路一段１４０巷２號,68.0,住,,,1120620,土地1建物1車位0,全,二層,透天厝,,加強磚造,,57.41,5,2,5,有,無,24000000,418046,,0.0,0,房地僅移轉2/3並登記二人,RPPNMLLLPHIGFAA17DA,57.41,0.0,0.0,無,1335
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段４０巷３４弄１７號七樓,16.26,住,,,1120623,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990806,97.28999999999999,2,2,1,有,有,14700000,151095,升降機械,18.09,0,,RPQNMLOKPHIGFEA87DA,44.43,5.05,4.95,有,1336
大安區,房地(土地+建物),臺北市大安區富陽街１３０號二樓,9.0,住,,,1120607,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660510,32.79,3,2,2,有,無,2880000,87832,,0.0,0,共有人買回持分親友、員工、共有人或其他特殊關係間之交易；,RPVNMLLLPHIGFFA38EA,28.8,0.0,3.98,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１７５巷２５號,95.79,住,,,1120618,土地1建物1車位1,全,四層,透天厝,其他,鋼筋混凝土造,0880429,205.85,4,3,4,有,無,40500000,196755,一樓平面,33.72,0,其他增建；,RPQOMLKKPHIGFCA37DA,142.42,14.35,15.36,無,
信義區,房地(土地+建物),臺北市信義區基隆路二段２３號七樓,10.47,商,,,1120615,土地6建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780905,123.14,2,2,1,有,有,26800000,217638,,0.0,0,,RPUOMLQJPHIGFDA38DA,97.19,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區新生北路二段１３３巷４３號三樓,25.0,住,,,1120603,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0561002,88.25,3,2,1,有,無,15800000,179037,,0.0,0,,RPOOMLLLPHIGFCA47EA,88.25,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區基隆路二段１２８號七樓之１０,4.98,商,,,1120618,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土造,0941111,48.05,2,1,2,有,有,18800000,391259,,0.0,0,陽台外推；夾層；其他增建；,RPRNMLNKPHIGFFA97DA,29.9,1.28,4.4,有,
信義區,房地(土地+建物),臺北市信義區松山路４６５巷２弄１８號,24.93,住,,,1120630,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0711213,91.75,3,1,3,有,無,25300000,275749,,0.0,0,平台外推未登記建物；,RPUNMLOLPHIGFDA28DA,76.79,12.27,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區康樂街１１１巷８號二樓,27.37,住,,,1120611,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731022,90.81,3,2,1,有,無,15600000,171787,,0.0,0,其他增建；,RPQNMLSJPHIGFCA97DA,82.76,0.0,8.05,無,1337
北投區,房地(土地+建物),臺北市北投區永興路一段５號三樓,12.8,住,,,1120601,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661121,62.8,2,2,1,有,無,9200000,146497,,0.0,0,陽台外推；,RPUNMLTKPHIGFEA78DA,52.25,0.0,10.55,無,
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段８８號十樓之２,10.69,住,,,1120626,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1110421,110.42,2,2,1,有,有,27120000,245608,塔式車位,22.78,0,,RPTRMLKLPHIGFEA28DA,52.92,2.6,2.02,有,
